"Count_Trip_0","Count_Trip_1","Average_Age_Trip_0","Average_Age_Trip_1","Average_Income_Trip_0","Average_Income_Trip_1"
16591,3625,46.2437231532458,52.0105292324744,101344.961744703,85362.629211793
